VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_NORMAL0.x, in_NORMAL0.y, in_NORMAL0.z, in_TANGENT0.x, in_TANGENT0.y, in_TANGENT0.z, in_TANGENT0.w, in_COLOR0.x, in_COLOR0.y, in_COLOR0.z, in_COLOR0.w, in_TEXCOORD0.x, in_TEXCOORD0.y, in_TEXCOORD3.x, in_TEXCOORD3.y, in_TEXCOORD3.z
147,39,-0.19558,0.00066,0.06958,0.19654,-0.20939,0.95788,0.22042,-0.94244,-0.25125,-1,1,0.50196,1,1,0.1272,0.33095,0.52603,0.50106,0.99932
148,41,-0.17371,-0.01651,0.058,0.13471,-0.72357,0.67697,0.17156,-0.65583,-0.73511,-1,1,0.50196,1,1,0.16574,0.30224,0.50239,0.50206,0.99999
149,42,-0.17459,0.00101,0.06637,0.05791,-0.2622,0.96327,0.2055,-0.94108,-0.26849,-1,1,0.50196,1,1,0.13505,0.29682,0.47111,0.49322,0.99912
150,43,-0.21276,-0.0372,0.04231,0.4015,-0.88771,0.22502,-0.06495,-0.27263,-0.95991,-1,1,0.50196,1,1,0.20461,0.36932,0.48593,0.50059,0.9998
151,40,-0.19359,-0.02172,0.06094,0.32807,-0.65524,0.68044,0.11239,-0.68807,-0.71684,-1,1,0.50196,1,1,0.16469,0.33643,0.54797,0.49779,0.99769
152,38,-0.21326,-0.0296,0.06442,0.38013,-0.63173,0.67555,0.11145,-0.69369,-0.71152,-1,1,0.50196,1,1,0.16746,0.37159,0.45487,0.50656,0.99792
153,32,-0.23131,-0.03756,0.06777,0.36959,-0.61086,0.70015,0.12027,-0.71566,-0.68796,-1,1,0.50196,1,1,0.16942,0.40344,0.46338,0.50835,0.99859
154,43,-0.21276,-0.0372,0.04231,0.4015,-0.88771,0.22502,-0.06495,-0.27263,-0.95991,-1,1,0.50196,1,1,0.20461,0.36932,0.48593,0.50059,0.9998
155,38,-0.21326,-0.0296,0.06442,0.38013,-0.63173,0.67555,0.11145,-0.69369,-0.71152,-1,1,0.50196,1,1,0.16746,0.37159,0.45487,0.50656,0.99792
156,43,-0.21276,-0.0372,0.04231,0.4015,-0.88771,0.22502,-0.06495,-0.27263,-0.95991,-1,1,0.50196,1,1,0.20461,0.36932,0.48593,0.50059,0.9998
157,32,-0.23131,-0.03756,0.06777,0.36959,-0.61086,0.70015,0.12027,-0.71566,-0.68796,-1,1,0.50196,1,1,0.16942,0.40344,0.46338,0.50835,0.99859
158,31,-0.23027,-0.04537,0.04247,0.42863,-0.87939,0.207,-0.06581,-0.25886,-0.96366,-1,1,0.50196,1,1,0.21106,0.39973,0.49987,0.50173,1
159,40,-0.19359,-0.02172,0.06094,0.32807,-0.65524,0.68044,0.11239,-0.68807,-0.71684,-1,1,0.50196,1,1,0.16469,0.33643,0.54797,0.49779,0.99769
160,43,-0.21276,-0.0372,0.04231,0.4015,-0.88771,0.22502,-0.06495,-0.27263,-0.95991,-1,1,0.50196,1,1,0.20461,0.36932,0.48593,0.50059,0.9998
161,44,-0.18977,-0.02788,0.04077,0.33485,-0.89331,0.29968,-0.00532,-0.3198,-0.94746,-1,1,0.50196,1,1,0.19879,0.32969,0.50604,0.50337,0.99995
162,44,-0.18977,-0.02788,0.04077,0.33485,-0.89331,0.29968,-0.00532,-0.3198,-0.94746,-1,1,0.50196,1,1,0.19879,0.32969,0.50604,0.50337,0.99995
163,41,-0.17371,-0.01651,0.058,0.13471,-0.72357,0.67697,0.17156,-0.65583,-0.73511,-1,1,0.50196,1,1,0.16574,0.30224,0.50239,0.50206,0.99999
164,40,-0.19359,-0.02172,0.06094,0.32807,-0.65524,0.68044,0.11239,-0.68807,-0.71684,-1,1,0.50196,1,1,0.16469,0.33643,0.54797,0.49779,0.99769
165,44,-0.18977,-0.02788,0.04077,0.33485,-0.89331,0.29968,-0.00532,-0.3198,-0.94746,-1,1,0.50196,1,1,0.19879,0.32969,0.50604,0.50337,0.99995
166,43,-0.21276,-0.0372,0.04231,0.4015,-0.88771,0.22502,-0.06495,-0.27263,-0.95991,-1,1,0.50196,1,1,0.20461,0.36932,0.48593,0.50059,0.9998
167,45,-0.21237,-0.04038,0.02061,0.39667,-0.91043,0.11671,-0.10693,-0.17207,-0.97926,-1,1,0.50196,1,1,0.23909,0.3649,0.51096,0.49726,0.99987
168,31,-0.23027,-0.04537,0.04247,0.42863,-0.87939,0.207,-0.06581,-0.25886,-0.96366,-1,1,0.50196,1,1,0.21106,0.39973,0.49987,0.50173,1
169,45,-0.21237,-0.04038,0.02061,0.39667,-0.91043,0.11671,-0.10693,-0.17207,-0.97926,-1,1,0.50196,1,1,0.23909,0.3649,0.51096,0.49726,0.99987
170,43,-0.21276,-0.0372,0.04231,0.4015,-0.88771,0.22502,-0.06495,-0.27263,-0.95991,-1,1,0.50196,1,1,0.20461,0.36932,0.48593,0.50059,0.9998
171,45,-0.21237,-0.04038,0.02061,0.39667,-0.91043,0.11671,-0.10693,-0.17207,-0.97926,-1,1,0.50196,1,1,0.23909,0.3649,0.51096,0.49726,0.99987
172,31,-0.23027,-0.04537,0.04247,0.42863,-0.87939,0.207,-0.06581,-0.25886,-0.96366,-1,1,0.50196,1,1,0.21106,0.39973,0.49987,0.50173,1
173,46,-0.23043,-0.04851,0.01891,0.43838,-0.89755,0.04619,-0.12083,-0.10975,-0.98658,-1,1,0.50196,1,1,0.24842,0.39588,0.49843,0.49419,0.99996
174,30,-0.25351,-0.05785,0.04284,0.43372,-0.87369,0.22034,-0.03037,-0.25857,-0.96551,-1,1,0.50196,1,1,0.21917,0.44091,0.50127,0.49919,1
175,46,-0.23043,-0.04851,0.01891,0.43838,-0.89755,0.04619,-0.12083,-0.10975,-0.98658,-1,1,0.50196,1,1,0.24842,0.39588,0.49843,0.49419,0.99996
176,31,-0.23027,-0.04537,0.04247,0.42863,-0.87939,0.207,-0.06581,-0.25886,-0.96366,-1,1,0.50196,1,1,0.21106,0.39973,0.49987,0.50173,1
177,46,-0.23043,-0.04851,0.01891,0.43838,-0.89755,0.04619,-0.12083,-0.10975,-0.98658,-1,1,0.50196,1,1,0.24842,0.39588,0.49843,0.49419,0.99996
178,30,-0.25351,-0.05785,0.04284,0.43372,-0.87369,0.22034,-0.03037,-0.25857,-0.96551,-1,1,0.50196,1,1,0.21917,0.44091,0.50127,0.49919,1
179,47,-0.25531,-0.06235,0.01826,0.45214,-0.89042,0.05208,-0.08087,-0.09907,-0.99179,-1,1,0.50196,1,1,0.25794,0.44124,0.50502,0.49675,0.99996
180,48,-0.28089,-0.07103,0.04048,0.36375,-0.90797,0.20802,-0.00391,-0.22481,-0.9744,-1,1,0.50196,1,1,0.22994,0.48759,0.51128,0.50777,0.99981
181,47,-0.25531,-0.06235,0.01826,0.45214,-0.89042,0.05208,-0.08087,-0.09907,-0.99179,-1,1,0.50196,1,1,0.25794,0.44124,0.50502,0.49675,0.99996
182,30,-0.25351,-0.05785,0.04284,0.43372,-0.87369,0.22034,-0.03037,-0.25857,-0.96551,-1,1,0.50196,1,1,0.21917,0.44091,0.50127,0.49919,1
183,30,-0.25351,-0.05785,0.04284,0.43372,-0.87369,0.22034,-0.03037,-0.25857,-0.96551,-1,1,0.50196,1,1,0.21917,0.44091,0.50127,0.49919,1
184,15,-0.2706,-0.05359,0.07611,0.37925,-0.54514,0.74766,0.17635,-0.75063,-0.63676,-1,1,0.50196,1,1,0.17124,0.4679,0.53741,0.5072,0.99855
185,48,-0.28089,-0.07103,0.04048,0.36375,-0.90797,0.20802,-0.00391,-0.22481,-0.9744,-1,1,0.50196,1,1,0.22994,0.48759,0.51128,0.50777,0.99981
186,18,-0.31471,-0.07783,0.06356,0.19226,-0.96001,0.20322,-0.00576,-0.2084,-0.97746,-1,1,0.50196,1,1,0.19616,0.54384,0.50911,0.48739,0.99976
187,48,-0.28089,-0.07103,0.04048,0.36375,-0.90797,0.20802,-0.00391,-0.22481,-0.9744,-1,1,0.50196,1,1,0.22994,0.48759,0.51128,0.50777,0.99981
188,15,-0.2706,-0.05359,0.07611,0.37925,-0.54514,0.74766,0.17635,-0.75063,-0.63676,-1,1,0.50196,1,1,0.17124,0.4679,0.53741,0.5072,0.99855
189,48,-0.28089,-0.07103,0.04048,0.36375,-0.90797,0.20802,-0.00391,-0.22481,-0.9744,-1,1,0.50196,1,1,0.22994,0.48759,0.51128,0.50777,0.99981
190,18,-0.31471,-0.07783,0.06356,0.19226,-0.96001,0.20322,-0.00576,-0.2084,-0.97746,-1,1,0.50196,1,1,0.19616,0.54384,0.50911,0.48739,0.99976
191,49,-0.31425,-0.08181,0.03644,0.16422,-0.9807,0.10577,-0.02056,-0.11076,-0.99304,-1,1,0.50196,1,1,0.23832,0.54233,0.50026,0.52365,0.99944
192,50,-0.3378,-0.07993,0.054,-0.14887,-0.97336,0.1733,-0.00555,-0.17464,-0.98395,-1,1,0.50196,1,1,0.21079,0.57927,0.49811,0.49497,0.99997
193,49,-0.31425,-0.08181,0.03644,0.16422,-0.9807,0.10577,-0.02056,-0.11076,-0.99304,-1,1,0.50196,1,1,0.23832,0.54233,0.50026,0.52365,0.99944
194,18,-0.31471,-0.07783,0.06356,0.19226,-0.96001,0.20322,-0.00576,-0.2084,-0.97746,-1,1,0.50196,1,1,0.19616,0.54384,0.50911,0.48739,0.99976
195,49,-0.31425,-0.08181,0.03644,0.16422,-0.9807,0.10577,-0.02056,-0.11076,-0.99304,-1,1,0.50196,1,1,0.23832,0.54233,0.50026,0.52365,0.99944
196,50,-0.3378,-0.07993,0.054,-0.14887,-0.97336,0.1733,-0.00555,-0.17464,-0.98395,-1,1,0.50196,1,1,0.21079,0.57927,0.49811,0.49497,0.99997
197,51,-0.33959,-0.08236,0.03503,-0.10787,-0.98579,0.12761,-0.00598,-0.1279,-0.99109,-1,1,0.50196,1,1,0.24012,0.58199,0.49379,0.51305,0.99979
198,18,-0.31471,-0.07783,0.06356,0.19226,-0.96001,0.20322,-0.00576,-0.2084,-0.97746,-1,1,0.50196,1,1,0.19616,0.54384,0.50911,0.48739,0.99976
199,52,-0.33475,-0.07849,0.06416,-0.14788,-0.96644,0.20902,0.00895,-0.21292,-0.97629,-1,1,0.50196,1,1,0.19546,0.57473,0.49545,0.49007,0.99988
200,50,-0.3378,-0.07993,0.054,-0.14887,-0.97336,0.1733,-0.00555,-0.17464,-0.98395,-1,1,0.50196,1,1,0.21079,0.57927,0.49811,0.49497,0.99997
201,17,-0.31074,-0.07407,0.07746,0.29984,-0.94649,0.09187,-0.10823,-0.11482,-0.97075,-1,1,0.50196,1,1,0.17483,0.53492,0.43163,0.5115,0.99517
202,52,-0.33475,-0.07849,0.06416,-0.14788,-0.96644,0.20902,0.00895,-0.21292,-0.97629,-1,1,0.50196,1,1,0.19546,0.57473,0.49545,0.49007,0.99988
203,18,-0.31471,-0.07783,0.06356,0.19226,-0.96001,0.20322,-0.00576,-0.2084,-0.97746,-1,1,0.50196,1,1,0.19616,0.54384,0.50911,0.48739,0.99976
204,52,-0.33475,-0.07849,0.06416,-0.14788,-0.96644,0.20902,0.00895,-0.21292,-0.97629,-1,1,0.50196,1,1,0.19546,0.57473,0.49545,0.49007,0.99988
205,17,-0.31074,-0.07407,0.07746,0.29984,-0.94649,0.09187,-0.10823,-0.11482,-0.97075,-1,1,0.50196,1,1,0.17483,0.53492,0.43163,0.5115,0.99517
206,53,-0.32886,-0.0765,0.07905,-0.1001,-0.95508,0.26639,-0.02201,-0.2596,-0.95384,-1,1,0.50196,1,1,0.17453,0.56372,0.51603,0.47368,0.99905
207,54,-0.34869,-0.06644,0.08327,-0.44561,-0.7403,0.47637,-0.1142,-0.47508,-0.84771,-1,1,0.50196,1,1,0.168,0.59534,0.5167,0.47008,0.99882
208,52,-0.33475,-0.07849,0.06416,-0.14788,-0.96644,0.20902,0.00895,-0.21292,-0.97629,-1,1,0.50196,1,1,0.19546,0.57473,0.49545,0.49007,0.99988
209,53,-0.32886,-0.0765,0.07905,-0.1001,-0.95508,0.26639,-0.02201,-0.2596,-0.95384,-1,1,0.50196,1,1,0.17453,0.56372,0.51603,0.47368,0.99905
210,52,-0.33475,-0.07849,0.06416,-0.14788,-0.96644,0.20902,0.00895,-0.21292,-0.97629,-1,1,0.50196,1,1,0.19546,0.57473,0.49545,0.49007,0.99988
211,54,-0.34869,-0.06644,0.08327,-0.44561,-0.7403,0.47637,-0.1142,-0.47508,-0.84771,-1,1,0.50196,1,1,0.168,0.59534,0.5167,0.47008,0.99882
212,55,-0.35332,-0.07144,0.06493,-0.51912,-0.79519,0.31156,-0.00853,-0.36013,-0.93215,-1,1,0.50196,1,1,0.19074,0.60474,0.5066,0.49676,0.99995
213,55,-0.35332,-0.07144,0.06493,-0.51912,-0.79519,0.31156,-0.00853,-0.36013,-0.93215,-1,1,0.50196,1,1,0.19074,0.60474,0.5066,0.49676,0.99995
214,50,-0.3378,-0.07993,0.054,-0.14887,-0.97336,0.1733,-0.00555,-0.17464,-0.98395,-1,1,0.50196,1,1,0.21079,0.57927,0.49811,0.49497,0.99997
215,52,-0.33475,-0.07849,0.06416,-0.14788,-0.96644,0.20902,0.00895,-0.21292,-0.97629,-1,1,0.50196,1,1,0.19546,0.57473,0.49545,0.49007,0.99988
216,56,-0.36125,-0.05408,0.08437,-0.74509,-0.45182,0.45083,-0.14556,-0.55391,-0.79515,-1,1,0.50196,1,1,0.15874,0.62057,0.51215,0.45621,0.99793
217,55,-0.35332,-0.07144,0.06493,-0.51912,-0.79519,0.31156,-0.00853,-0.36013,-0.93215,-1,1,0.50196,1,1,0.19074,0.60474,0.5066,0.49676,0.99995
218,54,-0.34869,-0.06644,0.08327,-0.44561,-0.7403,0.47637,-0.1142,-0.47508,-0.84771,-1,1,0.50196,1,1,0.168,0.59534,0.5167,0.47008,0.99882
219,55,-0.35332,-0.07144,0.06493,-0.51912,-0.79519,0.31156,-0.00853,-0.36013,-0.93215,-1,1,0.50196,1,1,0.19074,0.60474,0.5066,0.49676,0.99995
220,56,-0.36125,-0.05408,0.08437,-0.74509,-0.45182,0.45083,-0.14556,-0.55391,-0.79515,-1,1,0.50196,1,1,0.15874,0.62057,0.51215,0.45621,0.99793
221,57,-0.36479,-0.05814,0.06474,-0.85991,-0.44822,0.24088,-0.02731,-0.43193,-0.90079,-1,1,0.50196,1,1,0.18256,0.63057,0.49976,0.50114,1
222,58,-0.36647,-0.03554,0.08444,-0.91199,0.11088,0.3456,-0.32915,-0.63832,-0.66682,-1,1,0.50196,1,1,0.1421,0.64506,0.53081,0.44509,0.99602
223,57,-0.36479,-0.05814,0.06474,-0.85991,-0.44822,0.24088,-0.02731,-0.43193,-0.90079,-1,1,0.50196,1,1,0.18256,0.63057,0.49976,0.50114,1
224,56,-0.36125,-0.05408,0.08437,-0.74509,-0.45182,0.45083,-0.14556,-0.55391,-0.79515,-1,1,0.50196,1,1,0.15874,0.62057,0.51215,0.45621,0.99793
225,57,-0.36479,-0.05814,0.06474,-0.85991,-0.44822,0.24088,-0.02731,-0.43193,-0.90079,-1,1,0.50196,1,1,0.18256,0.63057,0.49976,0.50114,1
226,58,-0.36647,-0.03554,0.08444,-0.91199,0.11088,0.3456,-0.32915,-0.63832,-0.66682,-1,1,0.50196,1,1,0.1421,0.64506,0.53081,0.44509,0.99602
227,59,-0.36977,-0.03879,0.06504,-0.98024,0.0599,0.18476,-0.19016,-0.48319,-0.85386,-1,1,0.50196,1,1,0.16835,0.65835,0.49501,0.49773,0.99997
228,60,-0.3532,-0.0498,0.09832,-0.59621,-0.42437,0.64682,-0.22685,-0.68451,-0.65353,-1,1,0.50196,1,1,0.14044,0.60843,0.497,0.52355,0.99944
229,58,-0.36647,-0.03554,0.08444,-0.91199,0.11088,0.3456,-0.32915,-0.63832,-0.66682,-1,1,0.50196,1,1,0.1421,0.64506,0.53081,0.44509,0.99602
230,56,-0.36125,-0.05408,0.08437,-0.74509,-0.45182,0.45083,-0.14556,-0.55391,-0.79515,-1,1,0.50196,1,1,0.15874,0.62057,0.51215,0.45621,0.99793
231,58,-0.36647,-0.03554,0.08444,-0.91199,0.11088,0.3456,-0.32915,-0.63832,-0.66682,-1,1,0.50196,1,1,0.1421,0.64506,0.53081,0.44509,0.99602
232,60,-0.3532,-0.0498,0.09832,-0.59621,-0.42437,0.64682,-0.22685,-0.68451,-0.65353,-1,1,0.50196,1,1,0.14044,0.60843,0.497,0.52355,0.99944
233,61,-0.35901,-0.03302,0.09814,-0.73483,0.13469,0.62426,-0.418,-0.82298,-0.31808,-1,1,0.50196,1,1,0.12267,0.62712,0.48864,0.49294,0.99982
234,56,-0.36125,-0.05408,0.08437,-0.74509,-0.45182,0.45083,-0.14556,-0.55391,-0.79515,-1,1,0.50196,1,1,0.15874,0.62057,0.51215,0.45621,0.99793
235,62,-0.33828,-0.06328,0.09727,-0.35795,-0.70675,0.58438,-0.19332,-0.54614,-0.77914,-1,1,0.50196,1,1,0.14918,0.57935,0.49306,0.50565,0.99992
236,60,-0.3532,-0.0498,0.09832,-0.59621,-0.42437,0.64682,-0.22685,-0.68451,-0.65353,-1,1,0.50196,1,1,0.14044,0.60843,0.497,0.52355,0.99944
237,62,-0.33828,-0.06328,0.09727,-0.35795,-0.70675,0.58438,-0.19332,-0.54614,-0.77914,-1,1,0.50196,1,1,0.14918,0.57935,0.49306,0.50565,0.99992
238,56,-0.36125,-0.05408,0.08437,-0.74509,-0.45182,0.45083,-0.14556,-0.55391,-0.79515,-1,1,0.50196,1,1,0.15874,0.62057,0.51215,0.45621,0.99793
239,54,-0.34869,-0.06644,0.08327,-0.44561,-0.7403,0.47637,-0.1142,-0.47508,-0.84771,-1,1,0.50196,1,1,0.168,0.59534,0.5167,0.47008,0.99882
240,54,-0.34869,-0.06644,0.08327,-0.44561,-0.7403,0.47637,-0.1142,-0.47508,-0.84771,-1,1,0.50196,1,1,0.168,0.59534,0.5167,0.47008,0.99882
241,63,-0.32223,-0.0736,0.08893,-0.08452,-0.92706,0.35665,0.00007,-0.35264,-0.92287,-1,1,0.50196,1,1,0.15833,0.55376,0.511,0.50042,0.99988
242,62,-0.33828,-0.06328,0.09727,-0.35795,-0.70675,0.58438,-0.19332,-0.54614,-0.77914,-1,1,0.50196,1,1,0.14918,0.57935,0.49306,0.50565,0.99992
243,63,-0.32223,-0.0736,0.08893,-0.08452,-0.92706,0.35665,0.00007,-0.35264,-0.92287,-1,1,0.50196,1,1,0.15833,0.55376,0.511,0.50042,0.99988
244,54,-0.34869,-0.06644,0.08327,-0.44561,-0.7403,0.47637,-0.1142,-0.47508,-0.84771,-1,1,0.50196,1,1,0.168,0.59534,0.5167,0.47008,0.99882
245,53,-0.32886,-0.0765,0.07905,-0.1001,-0.95508,0.26639,-0.02201,-0.2596,-0.95384,-1,1,0.50196,1,1,0.17453,0.56372,0.51603,0.47368,0.99905
246,59,-0.36977,-0.03879,0.06504,-0.98024,0.0599,0.18476,-0.19016,-0.48319,-0.85386,-1,1,0.50196,1,1,0.16835,0.65835,0.49501,0.49773,0.99997
247,64,-0.36838,-0.0594,0.04977,-0.87102,-0.4001,0.28229,-0.10952,-0.40245,-0.90816,-1,1,0.50196,1,1,0.20597,0.63926,0.49229,0.53196,0.99892
248,57,-0.36479,-0.05814,0.06474,-0.85991,-0.44822,0.24088,-0.02731,-0.43193,-0.90079,-1,1,0.50196,1,1,0.18256,0.63057,0.49976,0.50114,1
249,64,-0.36838,-0.0594,0.04977,-0.87102,-0.4001,0.28229,-0.10952,-0.40245,-0.90816,-1,1,0.50196,1,1,0.20597,0.63926,0.49229,0.53196,0.99892
250,59,-0.36977,-0.03879,0.06504,-0.98024,0.0599,0.18476,-0.19016,-0.48319,-0.85386,-1,1,0.50196,1,1,0.16835,0.65835,0.49501,0.49773,0.99997
251,65,-0.37285,-0.03966,0.05082,-0.96654,0.04462,0.24992,-0.24368,-0.43618,-0.86548,-1,1,0.50196,1,1,0.19194,0.66772,0.48371,0.54336,0.99785
252,57,-0.36479,-0.05814,0.06474,-0.85991,-0.44822,0.24088,-0.02731,-0.43193,-0.90079,-1,1,0.50196,1,1,0.18256,0.63057,0.49976,0.50114,1
253,66,-0.35724,-0.07463,0.05071,-0.54155,-0.79561,0.26954,-0.03633,-0.29852,-0.95299,-1,1,0.50196,1,1,0.21314,0.61077,0.49713,0.52023,0.99958
254,55,-0.35332,-0.07144,0.06493,-0.51912,-0.79519,0.31156,-0.00853,-0.36013,-0.93215,-1,1,0.50196,1,1,0.19074,0.60474,0.5066,0.49676,0.99995
255,66,-0.35724,-0.07463,0.05071,-0.54155,-0.79561,0.26954,-0.03633,-0.29852,-0.95299,-1,1,0.50196,1,1,0.21314,0.61077,0.49713,0.52023,0.99958
256,57,-0.36479,-0.05814,0.06474,-0.85991,-0.44822,0.24088,-0.02731,-0.43193,-0.90079,-1,1,0.50196,1,1,0.18256,0.63057,0.49976,0.50114,1
257,64,-0.36838,-0.0594,0.04977,-0.87102,-0.4001,0.28229,-0.10952,-0.40245,-0.90816,-1,1,0.50196,1,1,0.20597,0.63926,0.49229,0.53196,0.99892
258,19,-0.30914,-0.07378,0.08452,0.31875,-0.94044,0.06152,-0.19359,-0.10362,-0.94895,-1,1,0.50196,1,1,0.16455,0.53059,0.40584,0.50524,0.99103
259,53,-0.32886,-0.0765,0.07905,-0.1001,-0.95508,0.26639,-0.02201,-0.2596,-0.95384,-1,1,0.50196,1,1,0.17453,0.56372,0.51603,0.47368,0.99905
260,17,-0.31074,-0.07407,0.07746,0.29984,-0.94649,0.09187,-0.10823,-0.11482,-0.97075,-1,1,0.50196,1,1,0.17483,0.53492,0.43163,0.5115,0.99517
261,53,-0.32886,-0.0765,0.07905,-0.1001,-0.95508,0.26639,-0.02201,-0.2596,-0.95384,-1,1,0.50196,1,1,0.17453,0.56372,0.51603,0.47368,0.99905
262,19,-0.30914,-0.07378,0.08452,0.31875,-0.94044,0.06152,-0.19359,-0.10362,-0.94895,-1,1,0.50196,1,1,0.16455,0.53059,0.40584,0.50524,0.99103
263,63,-0.32223,-0.0736,0.08893,-0.08452,-0.92706,0.35665,0.00007,-0.35264,-0.92287,-1,1,0.50196,1,1,0.15833,0.55376,0.511,0.50042,0.99988
264,50,-0.3378,-0.07993,0.054,-0.14887,-0.97336,0.1733,-0.00555,-0.17464,-0.98395,-1,1,0.50196,1,1,0.21079,0.57927,0.49811,0.49497,0.99997
265,55,-0.35332,-0.07144,0.06493,-0.51912,-0.79519,0.31156,-0.00853,-0.36013,-0.93215,-1,1,0.50196,1,1,0.19074,0.60474,0.5066,0.49676,0.99995
266,66,-0.35724,-0.07463,0.05071,-0.54155,-0.79561,0.26954,-0.03633,-0.29852,-0.95299,-1,1,0.50196,1,1,0.21314,0.61077,0.49713,0.52023,0.99958
267,66,-0.35724,-0.07463,0.05071,-0.54155,-0.79561,0.26954,-0.03633,-0.29852,-0.95299,-1,1,0.50196,1,1,0.21314,0.61077,0.49713,0.52023,0.99958
268,51,-0.33959,-0.08236,0.03503,-0.10787,-0.98579,0.12761,-0.00598,-0.1279,-0.99109,-1,1,0.50196,1,1,0.24012,0.58199,0.49379,0.51305,0.99979
269,50,-0.3378,-0.07993,0.054,-0.14887,-0.97336,0.1733,-0.00555,-0.17464,-0.98395,-1,1,0.50196,1,1,0.21079,0.57927,0.49811,0.49497,0.99997
270,51,-0.33959,-0.08236,0.03503,-0.10787,-0.98579,0.12761,-0.00598,-0.1279,-0.99109,-1,1,0.50196,1,1,0.24012,0.58199,0.49379,0.51305,0.99979
271,66,-0.35724,-0.07463,0.05071,-0.54155,-0.79561,0.26954,-0.03633,-0.29852,-0.95299,-1,1,0.50196,1,1,0.21314,0.61077,0.49713,0.52023,0.99958
272,67,-0.36051,-0.07815,0.03305,-0.49421,-0.84379,0.20823,-0.02873,-0.22366,-0.97393,-1,1,0.50196,1,1,0.24048,0.6152,0.50853,0.48981,0.99982
273,67,-0.36051,-0.07815,0.03305,-0.49421,-0.84379,0.20823,-0.02873,-0.22366,-0.97393,-1,1,0.50196,1,1,0.24048,0.6152,0.50853,0.48981,0.99982
274,68,-0.34063,-0.084,0.01643,-0.08786,-0.99489,0.0497,0.02084,-0.05174,-0.99844,-1,1,0.50196,1,1,0.26883,0.58365,0.49457,0.50074,0.99997
275,51,-0.33959,-0.08236,0.03503,-0.10787,-0.98579,0.12761,-0.00598,-0.1279,-0.99109,-1,1,0.50196,1,1,0.24012,0.58199,0.49379,0.51305,0.99979
276,68,-0.34063,-0.084,0.01643,-0.08786,-0.99489,0.0497,0.02084,-0.05174,-0.99844,-1,1,0.50196,1,1,0.26883,0.58365,0.49457,0.50074,0.99997
277,49,-0.31425,-0.08181,0.03644,0.16422,-0.9807,0.10577,-0.02056,-0.11076,-0.99304,-1,1,0.50196,1,1,0.23832,0.54233,0.50026,0.52365,0.99944
278,51,-0.33959,-0.08236,0.03503,-0.10787,-0.98579,0.12761,-0.00598,-0.1279,-0.99109,-1,1,0.50196,1,1,0.24012,0.58199,0.49379,0.51305,0.99979
279,49,-0.31425,-0.08181,0.03644,0.16422,-0.9807,0.10577,-0.02056,-0.11076,-0.99304,-1,1,0.50196,1,1,0.23832,0.54233,0.50026,0.52365,0.99944
280,68,-0.34063,-0.084,0.01643,-0.08786,-0.99489,0.0497,0.02084,-0.05174,-0.99844,-1,1,0.50196,1,1,0.26883,0.58365,0.49457,0.50074,0.99997
281,69,-0.3139,-0.08312,0.01696,0.14047,-0.98983,0.02263,-0.02045,-0.02576,-0.99946,-1,1,0.50196,1,1,0.26894,0.54088,0.49802,0.49411,0.99996
282,69,-0.3139,-0.08312,0.01696,0.14047,-0.98983,0.02263,-0.02045,-0.02576,-0.99946,-1,1,0.50196,1,1,0.26894,0.54088,0.49802,0.49411,0.99996
283,48,-0.28089,-0.07103,0.04048,0.36375,-0.90797,0.20802,-0.00391,-0.22481,-0.9744,-1,1,0.50196,1,1,0.22994,0.48759,0.51128,0.50777,0.99981
284,49,-0.31425,-0.08181,0.03644,0.16422,-0.9807,0.10577,-0.02056,-0.11076,-0.99304,-1,1,0.50196,1,1,0.23832,0.54233,0.50026,0.52365,0.99944
285,48,-0.28089,-0.07103,0.04048,0.36375,-0.90797,0.20802,-0.00391,-0.22481,-0.9744,-1,1,0.50196,1,1,0.22994,0.48759,0.51128,0.50777,0.99981
286,69,-0.3139,-0.08312,0.01696,0.14047,-0.98983,0.02263,-0.02045,-0.02576,-0.99946,-1,1,0.50196,1,1,0.26894,0.54088,0.49802,0.49411,0.99996
287,70,-0.28563,-0.07679,0.01756,0.31782,-0.94454,0.08262,-0.0513,-0.10415,-0.99324,-1,1,0.50196,1,1,0.2661,0.49456,0.50987,0.48348,0.99963
288,69,-0.3139,-0.08312,0.01696,0.14047,-0.98983,0.02263,-0.02045,-0.02576,-0.99946,-1,1,0.50196,1,1,0.26894,0.54088,0.49802,0.49411,0.99996
289,71,-0.28643,-0.07695,-0.0027,0.31684,-0.94848,-0.00094,-0.05537,-0.01751,-0.99831,-1,1,0.50196,1,1,0.29744,0.49347,0.50161,0.52077,0.99957
290,70,-0.28563,-0.07679,0.01756,0.31782,-0.94454,0.08262,-0.0513,-0.10415,-0.99324,-1,1,0.50196,1,1,0.2661,0.49456,0.50987,0.48348,0.99963
291,72,-0.25628,-0.06223,-0.00206,0.4552,-0.89039,0.00195,-0.0816,-0.0439,-0.9957,-1,1,0.50196,1,1,0.28984,0.43933,0.49991,0.49921,1
292,70,-0.28563,-0.07679,0.01756,0.31782,-0.94454,0.08262,-0.0513,-0.10415,-0.99324,-1,1,0.50196,1,1,0.2661,0.49456,0.50987,0.48348,0.99963
