VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_NORMAL0.x, in_NORMAL0.y, in_NORMAL0.z, in_TANGENT0.x, in_TANGENT0.y, in_TANGENT0.z, in_TANGENT0.w, in_COLOR0.x, in_COLOR0.y, in_COLOR0.z, in_COLOR0.w, in_TEXCOORD0.x, in_TEXCOORD0.y, in_TEXCOORD1.x, in_TEXCOORD1.y, in_TEXCOORD3.x, in_TEXCOORD3.y, in_TEXCOORD3.z
133,53,-0.39394,-0.017,0.01635,-0.22735,0.76414,0.60342,0.33695,-0.51961,0.78497,-1,1,0.50196,1,1,0.33602,0.96787,0.03412,0.06307,0.8034,0.51868,0.89699
134,54,-0.39601,-0.01014,0.00699,-0.22819,0.76196,0.60586,0.32823,-0.52562,0.78467,-1,1,0.50196,1,1,0.31855,0.96496,0.03339,0.06295,0.1162,0.54977,0.81658
135,55,-0.38502,-0.01358,0.01518,-0.2169,0.76661,0.60413,0.31872,-0.52931,0.7861,-1,1,0.50196,1,1,0.33623,0.95356,0.03413,0.06248,0.80695,0.48395,0.89437
136,54,-0.39601,-0.01014,0.00699,-0.22819,0.76196,0.60586,0.32823,-0.52562,0.78467,-1,1,0.50196,1,1,0.31855,0.96496,0.03339,0.06295,0.1162,0.54977,0.81658
137,53,-0.39394,-0.017,0.01635,-0.22735,0.76414,0.60342,0.33695,-0.51961,0.78497,-1,1,0.50196,1,1,0.33602,0.96787,0.03412,0.06307,0.8034,0.51868,0.89699
138,54,-0.39601,-0.01014,0.00699,-0.22819,0.76196,0.60586,0.32823,-0.52562,0.78467,-1,1,0.50196,1,1,0.31855,0.96496,0.03339,0.06295,0.1162,0.54977,0.81658
139,55,-0.38502,-0.01358,0.01518,-0.2169,0.76661,0.60413,0.31872,-0.52931,0.7861,-1,1,0.50196,1,1,0.33623,0.95356,0.03413,0.06248,0.80695,0.48395,0.89437
140,56,-0.3874,-0.00663,0.00545,-0.20847,0.77458,0.59689,0.3044,-0.52858,0.79225,-1,1,0.50196,1,1,0.31792,0.95138,0.03337,0.06238,0.0979,0.50194,0.79717
141,57,-0.37845,-0.01058,0.01381,-0.2041,0.78034,0.59087,0.29267,-0.52731,0.79749,-1,1,0.50196,1,1,0.33496,0.94292,0.03408,0.06203,0.77021,0.43592,0.91579
142,56,-0.3874,-0.00663,0.00545,-0.20847,0.77458,0.59689,0.3044,-0.52858,0.79225,-1,1,0.50196,1,1,0.31792,0.95138,0.03337,0.06238,0.0979,0.50194,0.79717
143,55,-0.38502,-0.01358,0.01518,-0.2169,0.76661,0.60413,0.31872,-0.52931,0.7861,-1,1,0.50196,1,1,0.33623,0.95356,0.03413,0.06248,0.80695,0.48395,0.89437
144,56,-0.3874,-0.00663,0.00545,-0.20847,0.77458,0.59689,0.3044,-0.52858,0.79225,-1,1,0.50196,1,1,0.31792,0.95138,0.03337,0.06238,0.0979,0.50194,0.79717
145,57,-0.37845,-0.01058,0.01381,-0.2041,0.78034,0.59087,0.29267,-0.52731,0.79749,-1,1,0.50196,1,1,0.33496,0.94292,0.03408,0.06203,0.77021,0.43592,0.91579
146,58,-0.3807,-0.00454,0.00495,-0.18958,0.78801,0.58551,0.29032,-0.52465,0.80011,-1,1,0.50196,1,1,0.31875,0.94158,0.0334,0.06197,0.037,0.44599,0.68087
147,57,-0.37845,-0.01058,0.01381,-0.2041,0.78034,0.59087,0.29267,-0.52731,0.79749,-1,1,0.50196,1,1,0.33496,0.94292,0.03408,0.06203,0.77021,0.43592,0.91579
148,59,-0.37426,-0.00336,0.00531,-0.18236,0.79182,0.58266,0.28269,-0.52533,0.80239,-1,1,0.50196,1,1,0.32124,0.93311,0.03351,0.06162,0.23592,0.13806,0.72194
149,58,-0.3807,-0.00454,0.00495,-0.18958,0.78801,0.58551,0.29032,-0.52465,0.80011,-1,1,0.50196,1,1,0.31875,0.94158,0.0334,0.06197,0.037,0.44599,0.68087
150,59,-0.37426,-0.00336,0.00531,-0.18236,0.79182,0.58266,0.28269,-0.52533,0.80239,-1,1,0.50196,1,1,0.32124,0.93311,0.03351,0.06162,0.23592,0.13806,0.72194
151,57,-0.37845,-0.01058,0.01381,-0.2041,0.78034,0.59087,0.29267,-0.52731,0.79749,-1,1,0.50196,1,1,0.33496,0.94292,0.03408,0.06203,0.77021,0.43592,0.91579
152,60,-0.37295,-0.00765,0.01164,-0.19278,0.79261,0.5782,0.26152,-0.52642,0.80883,-1,1,0.50196,1,1,0.3318,0.93416,0.03395,0.06166,0.77793,0.16464,0.74554
153,61,-0.37426,-0.00336,0.00531,0.98001,0.18173,-0.08081,0.18096,-0.64656,0.74089,-1,1,0.50196,1,1,0.32124,0.93311,0.03351,0.06162,0.1691,0.71188,0.80921
154,62,-0.37266,-0.00974,0.01033,0.97981,0.18418,-0.07763,0.17949,-0.64027,0.7467,-1,1,0.50196,0,1,0.33449,0.93109,0.03406,0.06154,0.74808,0.3268,0.89807
155,63,-0.37391,-0.00584,0.00398,0.98008,0.18083,-0.08198,0.18148,-0.64888,0.73874,-1,1,0.50196,0,1,0.31863,0.92938,0.0334,0.06146,0.29106,0.19281,0.83463
156,62,-0.37266,-0.00974,0.01033,0.97981,0.18418,-0.07763,0.17949,-0.64027,0.7467,-1,1,0.50196,0,1,0.33449,0.93109,0.03406,0.06154,0.74808,0.3268,0.89807
157,61,-0.37426,-0.00336,0.00531,0.98001,0.18173,-0.08081,0.18096,-0.64656,0.74089,-1,1,0.50196,1,1,0.32124,0.93311,0.03351,0.06162,0.1691,0.71188,0.80921
158,64,-0.37295,-0.00765,0.01164,0.97973,0.18515,-0.07638,0.17889,-0.63778,0.74897,-1,1,0.50196,1,1,0.3318,0.93416,0.03395,0.06166,0.71293,0.80038,0.83827
159,65,-0.40073,-0.01303,0.00859,-0.51894,0.35366,-0.77806,-0.56071,0.54612,0.62217,-1,1,0.50196,1,1,0.32021,0.97297,0.03346,0.06329,0.89457,0.35825,0.77243
160,66,-0.40459,-0.0176,0.00931,-0.60951,0.40807,-0.6795,-0.61583,0.29591,0.73004,-1,1,0.50196,0,1,0.32078,0.98332,0.03349,0.06372,0.47886,0.82185,0.88205
161,67,-0.40467,-0.01593,0.01059,-0.64399,0.44647,-0.62104,-0.65578,0.09572,0.74872,-1,1,0.50196,1,1,0.32309,0.97998,0.03358,0.06358,0.81881,0.44258,0.88087
162,66,-0.40459,-0.0176,0.00931,-0.60951,0.40807,-0.6795,-0.61583,0.29591,0.73004,-1,1,0.50196,0,1,0.32078,0.98332,0.03349,0.06372,0.47886,0.82185,0.88205
163,65,-0.40073,-0.01303,0.00859,-0.51894,0.35366,-0.77806,-0.56071,0.54612,0.62217,-1,1,0.50196,1,1,0.32021,0.97297,0.03346,0.06329,0.89457,0.35825,0.77243
164,68,-0.40058,-0.01597,0.00724,-0.495,0.32374,-0.80617,-0.49404,0.65831,0.56769,-1,1,0.50196,0,1,0.31632,0.97591,0.0333,0.06341,0.20142,0.62714,0.88037
165,69,-0.39601,-0.01014,0.00699,-0.34179,0.29598,-0.8918,-0.46686,0.77005,0.43449,-1,1,0.50196,1,1,0.31855,0.96496,0.03339,0.06295,0.89585,0.44636,0.8007
166,68,-0.40058,-0.01597,0.00724,-0.495,0.32374,-0.80617,-0.49404,0.65831,0.56769,-1,1,0.50196,0,1,0.31632,0.97591,0.0333,0.06341,0.20142,0.62714,0.88037
167,65,-0.40073,-0.01303,0.00859,-0.51894,0.35366,-0.77806,-0.56071,0.54612,0.62217,-1,1,0.50196,1,1,0.32021,0.97297,0.03346,0.06329,0.89457,0.35825,0.77243
168,68,-0.40058,-0.01597,0.00724,-0.495,0.32374,-0.80617,-0.49404,0.65831,0.56769,-1,1,0.50196,0,1,0.31632,0.97591,0.0333,0.06341,0.20142,0.62714,0.88037
169,69,-0.39601,-0.01014,0.00699,-0.34179,0.29598,-0.8918,-0.46686,0.77005,0.43449,-1,1,0.50196,1,1,0.31855,0.96496,0.03339,0.06295,0.89585,0.44636,0.8007
170,70,-0.3958,-0.01438,0.00557,-0.34237,0.27799,-0.89734,-0.40422,0.81854,0.40781,-1,1,0.50196,0,1,0.31257,0.96782,0.03314,0.06307,0.19213,0.55037,0.89074
171,71,-0.3874,-0.00663,0.00545,-0.20077,0.27168,-0.94106,-0.29373,0.89972,0.32242,-1,1,0.50196,1,1,0.31792,0.95138,0.03337,0.06238,0.90708,0.50891,0.79019
172,70,-0.3958,-0.01438,0.00557,-0.34237,0.27799,-0.89734,-0.40422,0.81854,0.40781,-1,1,0.50196,0,1,0.31257,0.96782,0.03314,0.06307,0.19213,0.55037,0.89074
173,69,-0.39601,-0.01014,0.00699,-0.34179,0.29598,-0.8918,-0.46686,0.77005,0.43449,-1,1,0.50196,1,1,0.31855,0.96496,0.03339,0.06295,0.89585,0.44636,0.8007
174,70,-0.3958,-0.01438,0.00557,-0.34237,0.27799,-0.89734,-0.40422,0.81854,0.40781,-1,1,0.50196,0,1,0.31257,0.96782,0.03314,0.06307,0.19213,0.55037,0.89074
175,71,-0.3874,-0.00663,0.00545,-0.20077,0.27168,-0.94106,-0.29373,0.89972,0.32242,-1,1,0.50196,1,1,0.31792,0.95138,0.03337,0.06238,0.90708,0.50891,0.79019
176,72,-0.38716,-0.01158,0.00399,-0.21767,0.26963,-0.93789,-0.21794,0.92324,0.31601,-1,1,0.50196,0,1,0.31035,0.95308,0.03305,0.06246,0.25927,0.4733,0.93742
177,73,-0.3807,-0.00454,0.00495,-0.08467,0.3069,-0.94781,-0.02449,0.95033,0.3099,-1,1,0.50196,1,1,0.31875,0.94158,0.0334,0.06197,0.80163,0.57786,0.8911
178,72,-0.38716,-0.01158,0.00399,-0.21767,0.26963,-0.93789,-0.21794,0.92324,0.31601,-1,1,0.50196,0,1,0.31035,0.95308,0.03305,0.06246,0.25927,0.4733,0.93742
179,71,-0.3874,-0.00663,0.00545,-0.20077,0.27168,-0.94106,-0.29373,0.89972,0.32242,-1,1,0.50196,1,1,0.31792,0.95138,0.03337,0.06238,0.90708,0.50891,0.79019
180,72,-0.38716,-0.01158,0.00399,-0.21767,0.26963,-0.93789,-0.21794,0.92324,0.31601,-1,1,0.50196,0,1,0.31035,0.95308,0.03305,0.06246,0.25927,0.4733,0.93742
181,73,-0.3807,-0.00454,0.00495,-0.08467,0.3069,-0.94781,-0.02449,0.95033,0.3099,-1,1,0.50196,1,1,0.31875,0.94158,0.0334,0.06197,0.80163,0.57786,0.8911
182,74,-0.38012,-0.00868,0.00354,-0.12507,0.32265,-0.93807,0.06418,0.94617,0.31688,-1,1,0.50196,0,1,0.31241,0.94053,0.03314,0.06193,0.18749,0.33868,0.8554
183,75,-0.37426,-0.00336,0.00531,-0.09195,0.40463,-0.90969,0.28718,0.88557,0.36486,-1,1,0.50196,1,1,0.32124,0.93311,0.03351,0.06162,0.89604,0.35657,0.76941
184,74,-0.38012,-0.00868,0.00354,-0.12507,0.32265,-0.93807,0.06418,0.94617,0.31688,-1,1,0.50196,0,1,0.31241,0.94053,0.03314,0.06193,0.18749,0.33868,0.8554
185,73,-0.3807,-0.00454,0.00495,-0.08467,0.3069,-0.94781,-0.02449,0.95033,0.3099,-1,1,0.50196,1,1,0.31875,0.94158,0.0334,0.06197,0.80163,0.57786,0.8911
186,74,-0.38012,-0.00868,0.00354,-0.12507,0.32265,-0.93807,0.06418,0.94617,0.31688,-1,1,0.50196,0,1,0.31241,0.94053,0.03314,0.06193,0.18749,0.33868,0.8554
187,75,-0.37426,-0.00336,0.00531,-0.09195,0.40463,-0.90969,0.28718,0.88557,0.36486,-1,1,0.50196,1,1,0.32124,0.93311,0.03351,0.06162,0.89604,0.35657,0.76941
188,76,-0.37391,-0.00584,0.00398,-0.14305,0.45131,-0.88066,0.42125,0.83302,0.35846,-1,1,0.50196,0,1,0.31863,0.92938,0.0334,0.06146,0.46796,0.08844,0.78212
189,77,-0.37845,-0.01058,0.01381,0.44088,-0.30248,0.84491,-0.0225,-0.94479,-0.32654,-1,1,0.50196,1,1,0.33496,0.94292,0.03408,0.06203,0.15838,0.61805,0.84549
190,78,-0.37266,-0.00974,0.01033,0.51897,-0.36131,0.77451,-0.32305,-0.92186,-0.21366,-1,1,0.50196,0,1,0.33449,0.93109,0.03406,0.06154,0.54413,0.13793,0.84199
191,79,-0.37295,-0.00765,0.01164,0.51443,-0.40268,0.75693,-0.45966,-0.87474,-0.15305,-1,1,0.50196,1,1,0.3318,0.93416,0.03395,0.06166,0.15945,0.50326,0.86608
192,78,-0.37266,-0.00974,0.01033,0.51897,-0.36131,0.77451,-0.32305,-0.92186,-0.21366,-1,1,0.50196,0,1,0.33449,0.93109,0.03406,0.06154,0.54413,0.13793,0.84199
193,77,-0.37845,-0.01058,0.01381,0.44088,-0.30248,0.84491,-0.0225,-0.94479,-0.32654,-1,1,0.50196,1,1,0.33496,0.94292,0.03408,0.06203,0.15838,0.61805,0.84549
194,80,-0.37798,-0.01396,0.01244,0.41103,-0.29064,0.86389,0.0727,-0.9342,-0.34891,-1,1,0.50196,0,1,0.3403,0.94234,0.0343,0.06201,0.77165,0.40268,0.90833
195,81,-0.38502,-0.01358,0.01518,0.29383,-0.30562,0.90553,0.20247,-0.90595,-0.37147,-1,1,0.50196,1,1,0.33623,0.95356,0.03413,0.06248,0.19606,0.52964,0.8959
196,80,-0.37798,-0.01396,0.01244,0.41103,-0.29064,0.86389,0.0727,-0.9342,-0.34891,-1,1,0.50196,0,1,0.3403,0.94234,0.0343,0.06201,0.77165,0.40268,0.90833
197,77,-0.37845,-0.01058,0.01381,0.44088,-0.30248,0.84491,-0.0225,-0.94479,-0.32654,-1,1,0.50196,1,1,0.33496,0.94292,0.03408,0.06203,0.15838,0.61805,0.84549
198,80,-0.37798,-0.01396,0.01244,0.41103,-0.29064,0.86389,0.0727,-0.9342,-0.34891,-1,1,0.50196,0,1,0.3403,0.94234,0.0343,0.06201,0.77165,0.40268,0.90833
199,81,-0.38502,-0.01358,0.01518,0.29383,-0.30562,0.90553,0.20247,-0.90595,-0.37147,-1,1,0.50196,1,1,0.33623,0.95356,0.03413,0.06248,0.19606,0.52964,0.8959
200,82,-0.38482,-0.01761,0.01377,0.27724,-0.30696,0.91029,0.251,-0.89138,-0.37703,-1,1,0.50196,0,1,0.34253,0.95487,0.0344,0.06253,0.93454,0.47805,0.74637
201,83,-0.39394,-0.017,0.01635,0.2118,-0.32546,0.92137,0.34448,-0.85738,-0.38204,-1,1,0.50196,1,1,0.33602,0.96787,0.03412,0.06307,0.19586,0.48283,0.89649
202,82,-0.38482,-0.01761,0.01377,0.27724,-0.30696,0.91029,0.251,-0.89138,-0.37703,-1,1,0.50196,0,1,0.34253,0.95487,0.0344,0.06253,0.93454,0.47805,0.74637
203,81,-0.38502,-0.01358,0.01518,0.29383,-0.30562,0.90553,0.20247,-0.90595,-0.37147,-1,1,0.50196,1,1,0.33623,0.95356,0.03413,0.06248,0.19606,0.52964,0.8959
204,82,-0.38482,-0.01761,0.01377,0.27724,-0.30696,0.91029,0.251,-0.89138,-0.37703,-1,1,0.50196,0,1,0.34253,0.95487,0.0344,0.06253,0.93454,0.47805,0.74637
205,83,-0.39394,-0.017,0.01635,0.2118,-0.32546,0.92137,0.34448,-0.85738,-0.38204,-1,1,0.50196,1,1,0.33602,0.96787,0.03412,0.06307,0.19586,0.48283,0.89649
206,84,-0.39376,-0.02081,0.01495,0.18722,-0.3628,0.91271,0.37991,-0.83007,-0.40788,-1,1,0.50196,0,1,0.34179,0.96986,0.03436,0.06316,0.88289,0.59637,0.80678
207,85,-0.39906,-0.0188,0.01667,0.09868,-0.468,0.87804,0.48253,-0.74913,-0.45352,-1,1,0.50196,1,1,0.33505,0.97569,0.03408,0.0634,0.24469,0.43555,0.92505
208,84,-0.39376,-0.02081,0.01495,0.18722,-0.3628,0.91271,0.37991,-0.83007,-0.40788,-1,1,0.50196,0,1,0.34179,0.96986,0.03436,0.06316,0.88289,0.59637,0.80678
209,83,-0.39394,-0.017,0.01635,0.2118,-0.32546,0.92137,0.34448,-0.85738,-0.38204,-1,1,0.50196,1,1,0.33602,0.96787,0.03412,0.06307,0.19586,0.48283,0.89649
210,84,-0.39376,-0.02081,0.01495,0.18722,-0.3628,0.91271,0.37991,-0.83007,-0.40788,-1,1,0.50196,0,1,0.34179,0.96986,0.03436,0.06316,0.88289,0.59637,0.80678
211,85,-0.39906,-0.0188,0.01667,0.09868,-0.468,0.87804,0.48253,-0.74913,-0.45352,-1,1,0.50196,1,1,0.33505,0.97569,0.03408,0.0634,0.24469,0.43555,0.92505
212,86,-0.39892,-0.02153,0.01505,0.07298,-0.51379,0.85464,0.5392,-0.70052,-0.46718,-1,1,0.50196,0,1,0.33911,0.97799,0.03425,0.0635,0.87719,0.70906,0.75302
213,87,-0.4038,-0.02024,0.01619,0.05076,-0.54325,0.83787,0.69498,-0.58321,-0.42026,-1,1,0.50196,0.99657,1,0.33296,0.98241,0.03399,0.06368,0.04447,0.57454,0.69219
214,86,-0.39892,-0.02153,0.01505,0.07298,-0.51379,0.85464,0.5392,-0.70052,-0.46718,-1,1,0.50196,0,1,0.33911,0.97799,0.03425,0.0635,0.87719,0.70906,0.75302
215,85,-0.39906,-0.0188,0.01667,0.09868,-0.468,0.87804,0.48253,-0.74913,-0.45352,-1,1,0.50196,1,1,0.33505,0.97569,0.03408,0.0634,0.24469,0.43555,0.92505
216,86,-0.39892,-0.02153,0.01505,0.07298,-0.51379,0.85464,0.5392,-0.70052,-0.46718,-1,1,0.50196,0,1,0.33911,0.97799,0.03425,0.0635,0.87719,0.70906,0.75302
217,87,-0.4038,-0.02024,0.01619,0.05076,-0.54325,0.83787,0.69498,-0.58321,-0.42026,-1,1,0.50196,0.99657,1,0.33296,0.98241,0.03399,0.06368,0.04447,0.57454,0.69219
218,88,-0.40372,-0.02181,0.01511,0.04306,-0.56177,0.82601,0.76268,-0.51548,-0.39036,-1,1,0.50196,0,1,0.33432,0.98578,0.03405,0.06382,0.47929,0.99936,0.51444
219,89,-0.4038,-0.02024,0.01619,-0.9921,-0.10072,0.07459,0.11036,-0.42039,0.90045,-1,1,0.50196,0.99657,1,0.33296,0.98241,0.03399,0.06368,0.70545,0.23391,0.87012
220,90,-0.40459,-0.0176,0.00931,-0.99186,-0.10393,0.07333,0.11088,-0.42448,0.89846,-1,1,0.50196,0,1,0.32078,0.98332,0.03349,0.06372,0.24455,0.72058,0.8689
221,91,-0.40372,-0.02181,0.01511,-0.99216,-0.09986,0.07492,0.11022,-0.41929,0.90098,-1,1,0.50196,0,1,0.33432,0.98578,0.03405,0.06382,0.4324,0.84755,0.85305
222,90,-0.40459,-0.0176,0.00931,-0.99186,-0.10393,0.07333,0.11088,-0.42448,0.89846,-1,1,0.50196,0,1,0.32078,0.98332,0.03349,0.06372,0.24455,0.72058,0.8689
223,89,-0.4038,-0.02024,0.01619,-0.9921,-0.10072,0.07459,0.11036,-0.42039,0.90045,-1,1,0.50196,0.99657,1,0.33296,0.98241,0.03399,0.06368,0.70545,0.23391,0.87012
224,92,-0.40467,-0.01593,0.01059,-0.9918,-0.10476,0.073,0.11102,-0.42553,0.89795,-1,1,0.50196,1,1,0.32309,0.97998,0.03358,0.06358,0.3588,0.23988,0.90299
225,93,-0.0387,-0.00862,0.12574,-0.12017,-0.11268,0.98634,-0.94286,-0.29805,-0.14892,-1,1,0.50196,1,1,0.51387,0.5176,0.04156,0.04426,0.74039,0.76903,0.84617
226,94,-0.02712,-0.01051,0.12658,-0.09285,-0.09104,0.99151,-0.94607,-0.30236,-0.11635,-1,1,0.50196,1,1,0.50322,0.51205,0.04111,0.04402,0.20559,0.23879,0.80837
227,95,-0.03163,0.00302,0.12725,-0.10035,-0.07056,0.99245,-0.92821,-0.35253,-0.11892,-1,1,0.50196,1,1,0.50356,0.52675,0.04112,0.04464,0.72137,0.78472,0.84631
228,94,-0.02712,-0.01051,0.12658,-0.09285,-0.09104,0.99151,-0.94607,-0.30236,-0.11635,-1,1,0.50196,1,1,0.50322,0.51205,0.04111,0.04402,0.20559,0.23879,0.80837
229,93,-0.0387,-0.00862,0.12574,-0.12017,-0.11268,0.98634,-0.94286,-0.29805,-0.14892,-1,1,0.50196,1,1,0.51387,0.5176,0.04156,0.04426,0.74039,0.76903,0.84617
230,96,-0.03156,-0.02126,0.12505,-0.15004,-0.19224,0.96981,-0.93713,-0.28495,-0.20147,-1,1,0.50196,1,1,0.5107,0.50286,0.04142,0.04364,0.17903,0.26708,0.80451
231,97,-0.04752,-0.02454,0.12141,-0.17841,-0.31594,0.93185,-0.92287,-0.27476,-0.26985,-1,1,0.50196,1,1,0.52763,0.50435,0.04213,0.0437,0.64322,0.67833,0.94462
232,96,-0.03156,-0.02126,0.12505,-0.15004,-0.19224,0.96981,-0.93713,-0.28495,-0.20147,-1,1,0.50196,1,1,0.5107,0.50286,0.04142,0.04364,0.17903,0.26708,0.80451
233,93,-0.0387,-0.00862,0.12574,-0.12017,-0.11268,0.98634,-0.94286,-0.29805,-0.14892,-1,1,0.50196,1,1,0.51387,0.5176,0.04156,0.04426,0.74039,0.76903,0.84617
234,96,-0.03156,-0.02126,0.12505,-0.15004,-0.19224,0.96981,-0.93713,-0.28495,-0.20147,-1,1,0.50196,1,1,0.5107,0.50286,0.04142,0.04364,0.17903,0.26708,0.80451
235,97,-0.04752,-0.02454,0.12141,-0.17841,-0.31594,0.93185,-0.92287,-0.27476,-0.26985,-1,1,0.50196,1,1,0.52763,0.50435,0.04213,0.0437,0.64322,0.67833,0.94462
236,98,-0.03293,-0.03067,0.1219,-0.21476,-0.32427,0.92126,-0.91575,-0.26106,-0.30536,-1,1,0.50196,1,1,0.51527,0.49339,0.04161,0.04324,0.12297,0.33634,0.78472
237,97,-0.04752,-0.02454,0.12141,-0.17841,-0.31594,0.93185,-0.92287,-0.27476,-0.26985,-1,1,0.50196,1,1,0.52763,0.50435,0.04213,0.0437,0.64322,0.67833,0.94462
238,99,-0.04516,-0.04326,0.1137,-0.26787,-0.41433,0.86981,-0.89755,-0.22084,-0.38161,-1,1,0.50196,1,1,0.53336,0.48402,0.04237,0.04285,0.75612,0.52437,0.92873
239,98,-0.03293,-0.03067,0.1219,-0.21476,-0.32427,0.92126,-0.91575,-0.26106,-0.30536,-1,1,0.50196,1,1,0.51527,0.49339,0.04161,0.04324,0.12297,0.33634,0.78472
240,99,-0.04516,-0.04326,0.1137,-0.26787,-0.41433,0.86981,-0.89755,-0.22084,-0.38161,-1,1,0.50196,1,1,0.53336,0.48402,0.04237,0.04285,0.75612,0.52437,0.92873
241,97,-0.04752,-0.02454,0.12141,-0.17841,-0.31594,0.93185,-0.92287,-0.27476,-0.26985,-1,1,0.50196,1,1,0.52763,0.50435,0.04213,0.0437,0.64322,0.67833,0.94462
242,100,-0.05346,-0.03288,0.11677,-0.15653,-0.39335,0.90597,-0.9211,-0.27292,-0.27764,-1,1,0.50196,1,1,0.53596,0.49746,0.04248,0.04341,0.95035,0.66229,0.64439
243,99,-0.04516,-0.04326,0.1137,-0.26787,-0.41433,0.86981,-0.89755,-0.22084,-0.38161,-1,1,0.50196,1,1,0.53336,0.48402,0.04237,0.04285,0.75612,0.52437,0.92873
244,101,-0.03108,-0.04391,0.11865,-0.30096,-0.42676,0.85282,-0.89037,-0.19456,-0.41157,-1,1,0.50196,1,1,0.51862,0.47992,0.04175,0.04268,0.08253,0.38401,0.74953
245,98,-0.03293,-0.03067,0.1219,-0.21476,-0.32427,0.92126,-0.91575,-0.26106,-0.30536,-1,1,0.50196,1,1,0.51527,0.49339,0.04161,0.04324,0.12297,0.33634,0.78472
246,101,-0.03108,-0.04391,0.11865,-0.30096,-0.42676,0.85282,-0.89037,-0.19456,-0.41157,-1,1,0.50196,1,1,0.51862,0.47992,0.04175,0.04268,0.08253,0.38401,0.74953
247,99,-0.04516,-0.04326,0.1137,-0.26787,-0.41433,0.86981,-0.89755,-0.22084,-0.38161,-1,1,0.50196,1,1,0.53336,0.48402,0.04237,0.04285,0.75612,0.52437,0.92873
248,102,-0.04439,-0.04874,0.11063,-0.26573,-0.55613,0.78747,-0.90453,-0.13874,-0.40322,-1,1,0.50196,1,1,0.53507,0.47732,0.04244,0.04257,0.70971,0.62281,0.93697
249,102,-0.04439,-0.04874,0.11063,-0.26573,-0.55613,0.78747,-0.90453,-0.13874,-0.40322,-1,1,0.50196,1,1,0.53507,0.47732,0.04244,0.04257,0.70971,0.62281,0.93697
250,103,-0.02921,-0.05455,0.1111,-0.23394,-0.66049,0.71346,-0.90207,-0.12628,-0.41269,-1,1,0.50196,1,1,0.52118,0.46763,0.04186,0.04217,0.15136,0.3199,0.80986
251,101,-0.03108,-0.04391,0.11865,-0.30096,-0.42676,0.85282,-0.89037,-0.19456,-0.41157,-1,1,0.50196,1,1,0.51862,0.47992,0.04175,0.04268,0.08253,0.38401,0.74953
252,103,-0.02921,-0.05455,0.1111,-0.23394,-0.66049,0.71346,-0.90207,-0.12628,-0.41269,-1,1,0.50196,1,1,0.52118,0.46763,0.04186,0.04217,0.15136,0.3199,0.80986
253,102,-0.04439,-0.04874,0.11063,-0.26573,-0.55613,0.78747,-0.90453,-0.13874,-0.40322,-1,1,0.50196,1,1,0.53507,0.47732,0.04244,0.04257,0.70971,0.62281,0.93697
254,104,-0.04775,-0.05365,0.10593,-0.21997,-0.69092,0.68865,-0.91707,-0.0942,-0.38745,-1,1,0.50196,1,1,0.53984,0.47146,0.04264,0.04233,0.77979,0.62114,0.89629
255,105,-0.02186,0.00053,0.12813,-0.10717,-0.07153,0.99166,-0.92685,-0.35376,-0.12568,-1,1,0.50196,1,1,0.4958,0.52134,0.0408,0.04441,0.06362,0.32141,0.66637
256,95,-0.03163,0.00302,0.12725,-0.10035,-0.07056,0.99245,-0.92821,-0.35253,-0.11892,-1,1,0.50196,1,1,0.50356,0.52675,0.04112,0.04464,0.72137,0.78472,0.84631
257,94,-0.02712,-0.01051,0.12658,-0.09285,-0.09104,0.99151,-0.94607,-0.30236,-0.11635,-1,1,0.50196,1,1,0.50322,0.51205,0.04111,0.04402,0.20559,0.23879,0.80837
258,95,-0.03163,0.00302,0.12725,-0.10035,-0.07056,0.99245,-0.92821,-0.35253,-0.11892,-1,1,0.50196,1,1,0.50356,0.52675,0.04112,0.04464,0.72137,0.78472,0.84631
259,105,-0.02186,0.00053,0.12813,-0.10717,-0.07153,0.99166,-0.92685,-0.35376,-0.12568,-1,1,0.50196,1,1,0.4958,0.52134,0.0408,0.04441,0.06362,0.32141,0.66637
260,106,-0.02498,0.01382,0.12852,-0.10267,-0.05336,0.99328,-0.89522,-0.43036,-0.11565,-1,1,0.50196,1,1,0.49501,0.53247,0.04077,0.04488,0.54065,0.96117,0.68886
261,104,-0.04775,-0.05365,0.10593,-0.21997,-0.69092,0.68865,-0.91707,-0.0942,-0.38745,-1,1,0.50196,1,1,0.53984,0.47146,0.04264,0.04233,0.77979,0.62114,0.89629
262,107,-0.03679,-0.061,0.09995,-0.19364,-0.77664,0.59945,-0.91041,-0.08544,-0.40478,-1,1,0.50196,1,1,0.53296,0.45921,0.04235,0.04182,0.39696,0.18592,0.87515
263,103,-0.02921,-0.05455,0.1111,-0.23394,-0.66049,0.71346,-0.90207,-0.12628,-0.41269,-1,1,0.50196,1,1,0.52118,0.46763,0.04186,0.04217,0.15136,0.3199,0.80986
264,107,-0.03679,-0.061,0.09995,-0.19364,-0.77664,0.59945,-0.91041,-0.08544,-0.40478,-1,1,0.50196,1,1,0.53296,0.45921,0.04235,0.04182,0.39696,0.18592,0.87515
265,104,-0.04775,-0.05365,0.10593,-0.21997,-0.69092,0.68865,-0.91707,-0.0942,-0.38745,-1,1,0.50196,1,1,0.53984,0.47146,0.04264,0.04233,0.77979,0.62114,0.89629
